"DateKey","Date","FullDate","DayOfMonth","DaySuffix","DayName","DayOfWeek","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHoliday","IsWeekday","HolidayName","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20270110,"2027-01-10 00:00:00","01/10/2027","10","10th","Sunday","1","2","2","2","10","3","2","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"14","2","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270111,"2027-01-11 00:00:00","01/11/2027","11","11th","Monday","2","2","2","2","11","3","2","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"15","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270112,"2027-01-12 00:00:00","01/12/2027","12","12th","Tuesday","3","2","2","2","12","3","2","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"16","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270113,"2027-01-13 00:00:00","01/13/2027","13","13th","Wednesday","4","2","2","2","13","3","2","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"17","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270114,"2027-01-14 00:00:00","01/14/2027","14","14th","Thursday","5","2","2","2","14","3","2","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"18","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270115,"2027-01-15 00:00:00","01/15/2027","15","15th","Friday","6","3","3","3","15","3","3","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"19","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270116,"2027-01-16 00:00:00","01/16/2027","16","16th","Saturday","7","3","3","3","16","3","3","3","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"20","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270117,"2027-01-17 00:00:00","01/17/2027","17","17th","Sunday","1","3","3","3","17","4","3","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"21","3","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270118,"2027-01-18 00:00:00","01/18/2027","18","18th","Monday","2","3","3","3","18","4","3","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"22","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270119,"2027-01-19 00:00:00","01/19/2027","19","19th","Tuesday","3","3","3","3","19","4","3","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"23","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270120,"2027-01-20 00:00:00","01/20/2027","20","20th","Wednesday","4","3","3","3","20","4","3","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"24","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270121,"2027-01-21 00:00:00","01/21/2027","21","21st","Thursday","5","3","3","3","21","4","3","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"25","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270122,"2027-01-22 00:00:00","01/22/2027","22","22nd","Friday","6","4","4","4","22","4","4","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"26","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270123,"2027-01-23 00:00:00","01/23/2027","23","23rd","Saturday","7","4","4","4","23","4","4","4","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"27","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270124,"2027-01-24 00:00:00","01/24/2027","24","24th","Sunday","1","4","4","4","24","5","4","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"28","4","1","1","First","2027","FY 2027","Jan-2027","012027","2026-12-28","2027-01-24","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270125,"2027-01-25 00:00:00","01/25/2027","25","25th","Monday","2","4","4","4","25","5","4","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"29","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270126,"2027-01-26 00:00:00","01/26/2027","26","26th","Tuesday","3","4","4","4","26","5","4","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"30","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270127,"2027-01-27 00:00:00","01/27/2027","27","27th","Wednesday","4","4","4","4","27","5","4","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"31","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270128,"2027-01-28 00:00:00","01/28/2027","28","28th","Thursday","5","4","4","4","28","5","4","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"32","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270129,"2027-01-29 00:00:00","01/29/2027","29","29th","Friday","6","5","5","5","29","5","5","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"33","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270130,"2027-01-30 00:00:00","01/30/2027","30","30th","Saturday","7","5","5","5","30","5","5","5","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"34","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270131,"2027-01-31 00:00:00","01/31/2027","31","31st","Sunday","1","5","5","5","31","6","5","6","1","January","1","1","First","2027","CY 2027","Jan-2027","012027","2027-01-01","2027-01-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"35","5","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270201,"2027-02-01 00:00:00","02/01/2027","1","1st","Monday","2","1","5","5","32","1","5","6","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"36","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270202,"2027-02-02 00:00:00","02/02/2027","2","2nd","Tuesday","3","1","5","5","33","1","5","6","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"37","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270203,"2027-02-03 00:00:00","02/03/2027","3","3rd","Wednesday","4","1","5","5","34","1","5","6","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"38","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270204,"2027-02-04 00:00:00","02/04/2027","4","4th","Thursday","5","1","5","5","35","1","5","6","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"39","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270205,"2027-02-05 00:00:00","02/05/2027","5","5th","Friday","6","1","6","6","36","1","6","6","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"40","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270206,"2027-02-06 00:00:00","02/06/2027","6","6th","Saturday","7","1","6","6","37","1","6","6","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"41","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270207,"2027-02-07 00:00:00","02/07/2027","7","7th","Sunday","1","1","6","6","38","2","6","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"42","6","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270208,"2027-02-08 00:00:00","02/08/2027","8","8th","Monday","2","2","6","6","39","2","6","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"43","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270209,"2027-02-09 00:00:00","02/09/2027","9","9th","Tuesday","3","2","6","6","40","2","6","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"44","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270210,"2027-02-10 00:00:00","02/10/2027","10","10th","Wednesday","4","2","6","6","41","2","6","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"45","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270211,"2027-02-11 00:00:00","02/11/2027","11","11th","Thursday","5","2","6","6","42","2","6","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"46","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270212,"2027-02-12 00:00:00","02/12/2027","12","12th","Friday","6","2","7","7","43","2","7","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"47","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270213,"2027-02-13 00:00:00","02/13/2027","13","13th","Saturday","7","2","7","7","44","2","7","7","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"48","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270214,"2027-02-14 00:00:00","02/14/2027","14","14th","Sunday","1","2","7","7","45","3","7","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",True,False,"Valentine's Day","49","7","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270215,"2027-02-15 00:00:00","02/15/2027","15","15th","Monday","2","3","7","7","46","3","7","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"50","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270216,"2027-02-16 00:00:00","02/16/2027","16","16th","Tuesday","3","3","7","7","47","3","7","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"51","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270217,"2027-02-17 00:00:00","02/17/2027","17","17th","Wednesday","4","3","7","7","48","3","7","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"52","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270218,"2027-02-18 00:00:00","02/18/2027","18","18th","Thursday","5","3","7","7","49","3","7","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"53","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270219,"2027-02-19 00:00:00","02/19/2027","19","19th","Friday","6","3","8","8","50","3","8","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"54","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270220,"2027-02-20 00:00:00","02/20/2027","20","20th","Saturday","7","3","8","8","51","3","8","8","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"55","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270221,"2027-02-21 00:00:00","02/21/2027","21","21st","Sunday","1","3","8","8","52","4","8","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"56","8","2","1","First","2027","FY 2027","Feb-2027","022027","2027-01-25","2027-02-21","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270222,"2027-02-22 00:00:00","02/22/2027","22","22nd","Monday","2","4","8","8","53","4","8","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"57","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270223,"2027-02-23 00:00:00","02/23/2027","23","23rd","Tuesday","3","4","8","8","54","4","8","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"58","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270224,"2027-02-24 00:00:00","02/24/2027","24","24th","Wednesday","4","4","8","8","55","4","8","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"59","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270225,"2027-02-25 00:00:00","02/25/2027","25","25th","Thursday","5","4","8","8","56","4","8","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"60","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270226,"2027-02-26 00:00:00","02/26/2027","26","26th","Friday","6","4","9","9","57","4","9","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"61","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270227,"2027-02-27 00:00:00","02/27/2027","27","27th","Saturday","7","4","9","9","58","4","9","9","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"62","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270228,"2027-02-28 00:00:00","02/28/2027","28","28th","Sunday","1","4","9","9","59","5","9","10","2","February","2","1","First","2027","CY 2027","Feb-2027","022027","2027-02-01","2027-02-28","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"63","9","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270301,"2027-03-01 00:00:00","03/01/2027","1","1st","Monday","2","1","9","9","60","1","9","10","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"64","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270302,"2027-03-02 00:00:00","03/02/2027","2","2nd","Tuesday","3","1","9","9","61","1","9","10","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"65","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270303,"2027-03-03 00:00:00","03/03/2027","3","3rd","Wednesday","4","1","9","9","62","1","9","10","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"66","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270304,"2027-03-04 00:00:00","03/04/2027","4","4th","Thursday","5","1","9","9","63","1","9","10","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"67","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270305,"2027-03-05 00:00:00","03/05/2027","5","5th","Friday","6","1","10","10","64","1","10","10","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"68","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270306,"2027-03-06 00:00:00","03/06/2027","6","6th","Saturday","7","1","10","10","65","1","10","10","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"69","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270307,"2027-03-07 00:00:00","03/07/2027","7","7th","Sunday","1","1","10","10","66","2","10","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"70","10","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270308,"2027-03-08 00:00:00","03/08/2027","8","8th","Monday","2","2","10","10","67","2","10","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"71","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270309,"2027-03-09 00:00:00","03/09/2027","9","9th","Tuesday","3","2","10","10","68","2","10","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"72","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270310,"2027-03-10 00:00:00","03/10/2027","10","10th","Wednesday","4","2","10","10","69","2","10","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"73","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270311,"2027-03-11 00:00:00","03/11/2027","11","11th","Thursday","5","2","10","10","70","2","10","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"74","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270312,"2027-03-12 00:00:00","03/12/2027","12","12th","Friday","6","2","11","11","71","2","11","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"75","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270313,"2027-03-13 00:00:00","03/13/2027","13","13th","Saturday","7","2","11","11","72","2","11","11","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"76","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270314,"2027-03-14 00:00:00","03/14/2027","14","14th","Sunday","1","2","11","11","73","3","11","12","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,False,NULL,"77","11","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270315,"2027-03-15 00:00:00","03/15/2027","15","15th","Monday","2","3","11","11","74","3","11","12","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"78","12","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
20270316,"2027-03-16 00:00:00","03/16/2027","16","16th","Tuesday","3","3","11","11","75","3","11","12","3","March","3","1","First","2027","CY 2027","Mar-2027","032027","2027-03-01","2027-03-31","2027-01-01","2027-03-31","2027-01-01","2027-12-31",False,True,NULL,"79","12","3","1","First","2027","FY 2027","Mar-2027","032027","2027-02-22","2027-03-28","2026-12-28","2027-03-28","2026-12-28","2027-12-26"
